[2026-01-04 10:30:45] [INFO] [Gateway: Twilio SMS (#1)] SMS sent successfully | Context: {"recipient":"+9779812345678","message_id":"SM123abc456def"}
[2026-01-04 10:30:44] [DEBUG] [Gateway: Twilio SMS (#1)] Twilio API request | Context: {"url":"https://api.twilio.com/2010-04-01/Accounts/AC.../Messages.json","from":"+14155551234","to":"+9779812345678"}
[2026-01-04 10:30:43] [INFO] [Gateway: Twilio SMS (#1)] Sending SMS via Twilio | Context: {"recipient":"9812345678"}
[2026-01-04 10:28:15] [ERROR] [Gateway: WhatsApp Business (#2)] Meta Cloud API failed | Context: {"recipient":"+9779876543210","http_code":401,"error":"Invalid access token"}
[2026-01-04 10:28:14] [DEBUG] [Gateway: WhatsApp Business (#2)] Meta Cloud API request | Context: {"url":"https://graph.facebook.com/v18.0/123456789/messages","to":"+9779876543210"}
[2026-01-04 10:28:13] [INFO] [Gateway: WhatsApp Business (#2)] Sending WhatsApp message | Context: {"recipient":"9876543210","provider":"whatsapp_business"}
[2026-01-04 10:25:00] [INFO] [Gateway: Viber Bot (#3)] Viber message sent successfully | Context: {"recipient":"user123","message_token":"5577006791947779410"}
[2026-01-04 10:24:59] [DEBUG] [Gateway: Viber Bot (#3)] Viber API request | Context: {"receiver":"user123","bot_name":"eduCRM Bot"}
[2026-01-04 10:22:30] [WARNING] [Gateway: SMPP (#4)] SMPP throttling detected | Context: {"status_code":"0x00000058","message":"Throttling error - too many requests"}
[2026-01-04 10:20:00] [INFO] [Gateway: Gammu (#5)] Gammu SMS sent successfully | Context: {"recipient":"+9779801234567","message_id":"gammu_678abc"}
[2026-01-04 10:19:59] [DEBUG] [Gateway: Gammu (#5)] Gammu command | Context: {"cmd":"gammu -c /tmp/gammu_xxx.conf sendsms TEXT '+9779801234567' -text 'Hello'"}
[2026-01-04 10:15:00] [INFO] [Gateway: Twilio SMS (#1)] Testing Twilio connection
[2026-01-04 10:15:01] [INFO] [Gateway: Twilio SMS (#1)] Twilio connection test passed | Context: {"http_code":200}
[2026-01-04 10:10:00] [DEBUG] [Gateway: Unknown (#0)] Formatted phone number | Context: {"original":"9812345678","formatted":"+9779812345678","country_code":"+977"}
[2026-01-19 12:34:15] [INFO] [Gateway: ntfy Test New (#9)] Sending ntfy notification | Context: {"recipient":"test","topic":"educrm-test"}
[2026-01-19 12:34:15] [DEBUG] [Gateway: ntfy Test New (#9)] [HTTP] HTTP POST request | Context: {"url":"http://localhost:8090/educrm-test","has_body":true,"has_auth":false}
[2026-01-19 12:34:18] [DEBUG] [Gateway: ntfy Test New (#9)] [HTTP] HTTP response received | Context: {"http_code":0,"has_error":true,"response_size":0}
[2026-01-19 12:34:18] [ERROR] [Gateway: ntfy Test New (#9)] ntfy cURL error | Context: {"error":"Failed to connect to localhost port 8090: Connection refused"}
[2026-01-19 12:38:09] [INFO] [Gateway: ntfy Local (#8)] Sending ntfy notification | Context: {"recipient":"test_cli","topic":"educrm-test_cli"}
[2026-01-19 12:38:09] [DEBUG] [Gateway: ntfy Local (#8)] [HTTP] HTTP POST request | Context: {"url":"http://localhost:8090/educrm-test_cli","has_body":true,"has_auth":false}
[2026-01-19 12:38:11] [DEBUG] [Gateway: ntfy Local (#8)] [HTTP] HTTP response received | Context: {"http_code":0,"has_error":true,"response_size":0}
[2026-01-19 12:38:11] [ERROR] [Gateway: ntfy Local (#8)] ntfy cURL error | Context: {"error":"Failed to connect to localhost port 8090: Connection refused"}
[2026-01-21 11:26:12] [INFO] [Gateway: Test SMS Gateway (#5)] Sending SMS via Twilio | Context: {"recipient":"9876543210"}
[2026-01-21 11:26:12] [DEBUG] [Gateway: Test SMS Gateway (#5)] Formatted phone number | Context: {"original":"9876543210","formatted":"+19876543210","country_code":"+1"}
[2026-01-21 11:26:12] [DEBUG] [Gateway: Test SMS Gateway (#5)] Twilio API request | Context: {"from":"","to":"+19876543210"}
[2026-01-21 11:26:12] [DEBUG] [Gateway: Test SMS Gateway (#5)] [HTTP] HTTP POST request | Context: {"url":"https://api.twilio.com/2010-04-01/Accounts//Messages.json","has_body":true,"has_auth":true}
[2026-01-21 11:26:13] [DEBUG] [Gateway: Test SMS Gateway (#5)] [HTTP] HTTP response received | Context: {"http_code":404,"has_error":false,"response_size":167}
[2026-01-21 11:26:13] [ERROR] [Gateway: Test SMS Gateway (#5)] API error | Context: {"error":"The requested resource /2010-04-01/Accounts//Messages.json was not found","http_code":404}
[2026-01-22 06:43:33] [INFO] [Gateway: Pankaj Kumar Chhetry (#1)] Sending SMS via Gammu | Context: {"recipient":"1234567890"}
[2026-01-22 06:43:33] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Formatted phone number | Context: {"original":"1234567890","formatted":"+11234567890","country_code":"+1"}
[2026-01-22 06:43:33] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu command | Context: {"cmd":"gammu -c \"C:\\Users\\DELL\\AppData\\Local\\Temp/gammu_4e09844d2586f0df783fcaa2753899f8.conf\" sendsms TEXT \"+11234567890\" -text \"Hi Test Student 987, this is a reminder for your appointment  Test Meeting  on Friday, January 23, 2026 at 10:00 AM. Location: TBD\" 2>&1"}
[2026-01-22 06:43:33] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu output | Context: {"return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:43:33] [ERROR] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu send failed | Context: {"recipient":"+11234567890","return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:55:17] [INFO] [Gateway: Pankaj Kumar Chhetry (#1)] Sending SMS via Gammu | Context: {"recipient":"1234567890"}
[2026-01-22 06:55:17] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Formatted phone number | Context: {"original":"1234567890","formatted":"+11234567890","country_code":"+1"}
[2026-01-22 06:55:17] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu command | Context: {"cmd":"gammu -c \"C:\\Users\\DELL\\AppData\\Local\\Temp/gammu_4e09844d2586f0df783fcaa2753899f8.conf\" sendsms TEXT \"+11234567890\" -text \"Hi Test Student 987, this is a reminder for your appointment  Far Future Debug  on Wednesday, December 12, 2029 at 12:12 PM. Location: TBD\" 2>&1"}
[2026-01-22 06:55:17] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu output | Context: {"return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:55:17] [ERROR] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu send failed | Context: {"recipient":"+11234567890","return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:55:49] [INFO] [Gateway: Pankaj Kumar Chhetry (#1)] Sending SMS via Gammu | Context: {"recipient":"9841111111"}
[2026-01-22 06:55:49] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Formatted phone number | Context: {"original":"9841111111","formatted":"+19841111111","country_code":"+1"}
[2026-01-22 06:55:49] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu command | Context: {"cmd":"gammu -c \"C:\\Users\\DELL\\AppData\\Local\\Temp/gammu_4e09844d2586f0df783fcaa2753899f8.conf\" sendsms TEXT \"+19841111111\" -text \"Hi Anita Rai, this is a reminder for your appointment  Counselor Test  on Sunday, November 11, 2029 at 11:11 AM. Location: TBD\" 2>&1"}
[2026-01-22 06:55:50] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu output | Context: {"return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:55:50] [ERROR] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu send failed | Context: {"recipient":"+19841111111","return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:56:16] [INFO] [Gateway: Pankaj Kumar Chhetry (#1)] Sending SMS via Gammu | Context: {"recipient":"555-0199"}
[2026-01-22 06:56:16] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Formatted phone number | Context: {"original":"555-0199","formatted":"+15550199","country_code":"+1"}
[2026-01-22 06:56:16] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu command | Context: {"cmd":"gammu -c \"C:\\Users\\DELL\\AppData\\Local\\Temp/gammu_4e09844d2586f0df783fcaa2753899f8.conf\" sendsms TEXT \"+15550199\" -text \"Hi Robot Test User, this is a reminder for your appointment  Inquiry Meeting  on Wednesday, October 10, 2029 at 10:10 AM. Location: TBD\" 2>&1"}
[2026-01-22 06:56:16] [DEBUG] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu output | Context: {"return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
[2026-01-22 06:56:16] [ERROR] [Gateway: Pankaj Kumar Chhetry (#1)] Gammu send failed | Context: {"recipient":"+15550199","return_code":1,"output":"'gammu' is not recognized as an internal or external command,\noperable program or batch file."}
